image,true_class,predicted_class,confidence,iou,error_type
United_States_001291,D00,D00,0.702014,0.9114,TP
United_States_001291,D00,D00,0.424653,0.7235,TP
United_States_001301,D00,D00,0.576286,0.8521,TP
United_States_001301,D10,D10,0.63055,0.8502,TP
United_States_001301,D10,D10,0.539461,0.7999,TP
United_States_001301,D10,D10,0.327205,0.7173,TP
United_States_001301,D00,D00,0.334687,0.689,TP
United_States_001301,None,D00,0.352647,,FP
United_States_001301,None,D00,0.342828,,FP
United_States_001308,D00,D00,0.622044,0.9707,TP
United_States_001308,D10,D10,0.48911,0.8089,TP
United_States_001308,None,D10,0.404199,,FP
United_States_001311,D10,D10,0.326946,0.8313,TP
United_States_001311,D00,None,,,FN
United_States_001311,D40,None,,,FN
United_States_001311,D10,None,,,FN
United_States_001311,None,D00,0.465272,,FP
United_States_001311,None,D00,0.387665,,FP
United_States_001311,None,D10,0.347122,,FP
United_States_001311,None,D10,0.272201,,FP
United_States_001312,D00,D00,0.747082,0.5431,TP
United_States_001318,D10,D10,0.405797,0.8247,TP
United_States_001318,None,D10,0.432108,,FP
United_States_001329,D10,D10,0.510569,0.7705,TP
United_States_001331,D00,D00,0.387886,0.9302,TP
United_States_001331,D00,D00,0.755842,0.9113,TP
United_States_001331,D00,D00,0.660427,0.8876,TP
United_States_001331,D00,D00,0.821539,0.8798,TP
United_States_001331,D10,D10,0.271097,0.7995,TP
United_States_001331,D10,D10,0.542199,0.7861,TP
United_States_001341,D00,D00,0.530362,0.9388,TP
United_States_001341,D10,D10,0.482453,0.7432,TP
United_States_001341,D00,None,,,FN
United_States_001341,None,D00,0.673685,,FP
United_States_001343,D10,D10,0.458821,0.6213,TP
United_States_001343,None,D10,0.301315,,FP
United_States_001369,D00,D00,0.286524,0.86,TP
United_States_001369,D00,D00,0.263115,0.7727,TP
United_States_001371,D00,D00,0.62845,0.7286,TP
United_States_001371,D00,None,,,FN
United_States_001371,None,D00,0.527202,,FP
United_States_001371,None,D00,0.313315,,FP
United_States_001378,D00,D00,0.670016,0.9148,TP
United_States_001378,None,D00,0.290092,,FP
United_States_001381,D00,D00,0.534875,0.7119,TP
United_States_001381,D10,D10,0.500893,0.5335,TP
United_States_001382,D00,D00,0.707014,0.9621,TP
United_States_001382,D10,D10,0.687327,0.8796,TP
United_States_001382,D10,None,,,FN
United_States_001382,None,D10,0.284386,,FP
United_States_001386,D00,D00,0.610989,0.9174,TP
United_States_001386,D00,None,,,FN
United_States_001386,None,D00,0.340675,,FP
United_States_001389,D00,D00,0.712965,0.9385,TP
United_States_001389,D10,D10,0.519373,0.825,TP
United_States_001389,D10,D10,0.379641,0.819,TP
United_States_001389,D10,None,,,FN
United_States_001389,None,D10,0.429727,,FP
United_States_001397,D00,D00,0.751898,0.9383,TP
United_States_001397,D20,D20,0.607859,0.8606,TP
United_States_001397,D00,D00,0.394814,0.6187,TP
United_States_001402,D00,D00,0.625058,0.8444,TP
United_States_001414,D00,D00,0.71264,0.9187,TP
United_States_001414,None,D00,0.378649,,FP
United_States_001459,D00,D00,0.618698,0.831,TP
United_States_001459,D20,None,,,FN
United_States_001459,None,D00,0.318077,,FP
United_States_001460,D00,D00,0.466142,0.7255,TP
United_States_001460,D10,D10,0.526542,0.6289,TP
United_States_001460,None,D00,0.263845,,FP
United_States_001466,D10,D10,0.501973,0.927,TP
United_States_001466,D00,D00,0.552881,0.7898,TP
United_States_001466,D00,None,,,FN
United_States_001466,None,D00,0.579169,,FP
United_States_001466,None,D00,0.5366,,FP
United_States_001482,D20,D20,0.412005,0.8059,TP
United_States_001489,D00,D00,0.700992,0.8723,TP
United_States_001489,D00,D00,0.617007,0.8439,TP
United_States_001489,D20,D20,0.447887,0.7938,TP
United_States_001489,D00,None,,,FN
United_States_001489,None,D00,0.451523,,FP
United_States_001502,D00,D00,0.361162,0.7859,TP
United_States_001512,D00,D00,0.770274,0.9222,TP
United_States_001521,D10,D10,0.491815,0.5507,TP
United_States_001521,D10,None,,,FN
United_States_001521,D00,None,,,FN
United_States_001521,None,D10,0.263958,,FP
United_States_001533,D10,D10,0.687257,0.7163,TP
United_States_001533,D40,None,,,FN
United_States_001533,D00,None,,,FN
United_States_001533,None,D00,0.458364,,FP
United_States_001542,D00,D00,0.640644,0.7787,TP
United_States_001542,D00,D00,0.717134,0.7506,TP
United_States_001542,D10,D10,0.275526,0.6232,TP
United_States_001542,None,D20,0.413831,,FP
United_States_001542,None,D00,0.343558,,FP
United_States_001546,D00,D00,0.659605,0.8929,TP
United_States_001546,D00,D00,0.281836,0.8203,TP
United_States_001546,None,D00,0.340572,,FP
United_States_001555,D00,D00,0.747219,0.9318,TP
United_States_001555,None,D00,0.32085,,FP
United_States_001561,D00,D00,0.430276,0.7618,TP
United_States_001561,D00,D00,0.661565,0.6724,TP
United_States_001561,D00,None,,,FN
United_States_001562,D00,D00,0.528918,0.9063,TP
United_States_001562,None,D00,0.67666,,FP
United_States_001562,None,D00,0.265643,,FP
United_States_001563,D10,D10,0.490727,0.7845,TP
United_States_001563,D00,D00,0.488358,0.7563,TP
United_States_001563,D10,D10,0.558925,0.6041,TP
United_States_001571,D00,D00,0.851117,0.9178,TP
United_States_001571,D00,D00,0.357064,0.7675,TP
United_States_001571,None,D00,0.480567,,FP
United_States_001578,D10,D10,0.461387,0.9139,TP
United_States_001578,D10,D10,0.621858,0.8814,TP
United_States_001578,D10,D10,0.561191,0.8579,TP
United_States_001578,D00,D00,0.338599,0.8386,TP
United_States_001578,D10,D10,0.278158,0.8377,TP
United_States_001578,None,D10,0.35594,,FP
United_States_001587,D00,D00,0.629463,0.8643,TP
United_States_001587,D00,D00,0.311778,0.7928,TP
United_States_001597,D00,D00,0.604839,0.8894,TP
United_States_001617,D00,D00,0.498072,0.9371,TP
United_States_001617,D00,D00,0.793505,0.8972,TP
United_States_001617,None,D00,0.297188,,FP
United_States_001627,D10,D10,0.582774,0.9112,TP
United_States_001627,D00,D00,0.651081,0.9086,TP
United_States_001639,D00,D00,0.844235,0.9375,TP
United_States_001639,D00,None,,,FN
United_States_001639,None,D00,0.734314,,FP
United_States_001653,D20,D20,0.809183,0.8932,TP
United_States_001664,D20,D20,0.751764,0.8862,TP
United_States_001664,D00,D00,0.632917,0.8793,TP
United_States_001664,None,D00,0.553343,,FP
United_States_001667,D00,D00,0.721592,0.8514,TP
United_States_001667,D10,D10,0.428634,0.8112,TP
United_States_001667,None,D10,0.411726,,FP
United_States_001672,D00,D00,0.504497,0.7882,TP
United_States_001672,None,D00,0.347172,,FP
United_States_001681,D10,D10,0.278582,0.6919,TP
United_States_001681,D20,D20,0.584613,0.5447,TP
United_States_001681,D10,None,,,FN
United_States_001681,D00,None,,,FN
United_States_001681,None,D10,0.295362,,FP
United_States_001684,D00,D00,0.601582,0.8657,TP
United_States_001684,None,D00,0.512091,,FP
United_States_001684,None,D00,0.478685,,FP
United_States_001684,None,D00,0.279634,,FP
United_States_001691,D10,None,,,FN
United_States_001691,None,D10,0.521897,,FP
United_States_001696,D10,D10,0.290876,0.875,TP
United_States_001696,D00,None,,,FN
United_States_001696,D10,None,,,FN
United_States_001696,None,D10,0.267274,,FP
United_States_001699,D00,D00,0.712178,0.8499,TP
United_States_001699,D10,None,,,FN
United_States_001699,D10,None,,,FN
United_States_001708,D00,D00,0.444818,0.8956,TP
United_States_001708,None,D00,0.697515,,FP
United_States_001716,D00,D00,0.810881,0.505,TP
United_States_001718,D00,D00,0.787082,0.9279,TP
United_States_001718,D00,D00,0.667328,0.714,TP
United_States_001746,D00,D00,0.602124,0.5823,TP
United_States_001751,D00,D00,0.73677,0.9202,TP
United_States_001778,D00,None,,,FN
United_States_001778,None,D00,0.329781,,FP
United_States_001783,D00,D00,0.28083,0.9011,TP
United_States_001783,D00,D00,0.386377,0.6869,TP
United_States_001783,D00,None,,,FN
United_States_001783,None,D00,0.568073,,FP
United_States_001783,None,D00,0.303167,,FP
United_States_001792,D00,D00,0.773618,0.9489,TP
United_States_001792,D00,D00,0.79735,0.8272,TP
United_States_001803,D10,D00,0.671078,0.834,Misclassification
United_States_001803,D10,None,,,FN
United_States_001803,D00,None,,,FN
United_States_001820,D00,D00,0.805958,0.9335,TP
United_States_001820,D00,None,,,FN
United_States_001820,None,D10,0.548226,,FP
United_States_001826,D00,D00,0.497601,0.9073,TP
United_States_001826,D00,None,,,FN
United_States_001826,None,D00,0.643836,,FP
United_States_001826,None,D00,0.514802,,FP
United_States_001826,None,D10,0.305629,,FP
United_States_001828,D00,D00,0.663608,0.9149,TP
United_States_001828,D00,D00,0.37274,0.8771,TP
United_States_001828,None,D00,0.265802,,FP
United_States_001840,D00,D00,0.675187,0.951,TP
United_States_001840,D00,D00,0.611198,0.8927,TP
United_States_001840,None,D00,0.351931,,FP
United_States_001848,D00,D00,0.717229,0.9299,TP
United_States_001848,D00,D00,0.638304,0.9103,TP
United_States_001848,D00,D00,0.679968,0.826,TP
United_States_001848,None,D00,0.398099,,FP
United_States_001852,D10,D10,0.466263,0.7542,TP
United_States_001852,D10,D10,0.419142,0.7212,TP
United_States_001852,None,D10,0.48869,,FP
United_States_001852,None,D10,0.379034,,FP
United_States_001852,None,D10,0.37618,,FP
United_States_001870,D00,None,,,FN
United_States_001870,None,D00,0.472645,,FP
United_States_001870,None,D00,0.401212,,FP
United_States_001870,None,D00,0.274395,,FP
United_States_001876,D00,D00,0.839167,0.8931,TP
United_States_001876,D00,D00,0.302072,0.8465,TP
United_States_001876,D00,D00,0.461545,0.7186,TP
United_States_001876,None,D00,0.40191,,FP
United_States_001876,None,D00,0.344529,,FP
United_States_001876,None,D00,0.327638,,FP
United_States_001882,D00,D00,0.712452,0.8913,TP
United_States_001882,D00,D00,0.542732,0.8424,TP
United_States_001882,D10,D10,0.389506,0.6303,TP
United_States_001882,None,D10,0.268805,,FP
United_States_001905,D00,D00,0.479387,0.9681,TP
United_States_001905,D00,None,,,FN
United_States_001905,None,D00,0.608797,,FP
United_States_001908,D00,D00,0.642712,0.7899,TP
United_States_001908,D10,None,,,FN
United_States_001908,None,D10,0.475252,,FP
United_States_001908,None,D00,0.420629,,FP
United_States_001923,D00,D00,0.502624,0.8456,TP
United_States_001923,D10,None,,,FN
United_States_001923,D00,None,,,FN
United_States_001923,None,D10,0.678781,,FP
United_States_001923,None,D10,0.438397,,FP
United_States_001923,None,D00,0.293013,,FP
United_States_001957,D20,D20,0.485524,0.8904,TP
United_States_001957,D20,D20,0.722741,0.8182,TP
United_States_001957,D10,None,,,FN
United_States_001957,None,D10,0.403094,,FP
United_States_001962,D10,D10,0.46931,0.8271,TP
United_States_001962,D20,D20,0.701912,0.8202,TP
United_States_001966,D00,D00,0.654451,0.8117,TP
United_States_001966,D10,None,,,FN
United_States_001966,None,D10,0.343051,,FP
United_States_001969,D00,D00,0.491455,0.8658,TP
United_States_001986,D10,D10,0.463459,0.7194,TP
United_States_001986,D00,D00,0.417833,0.7043,TP
United_States_001986,D00,D00,0.810998,0.6398,TP
United_States_001986,None,D00,0.614415,,FP
United_States_001986,None,D00,0.541435,,FP
United_States_001986,None,D10,0.462819,,FP
United_States_001986,None,D00,0.345269,,FP
United_States_001987,D00,D00,0.793735,0.9349,TP
United_States_001987,D10,D10,0.552147,0.8739,TP
United_States_002006,D00,D00,0.728548,0.9326,TP
United_States_002010,D00,D00,0.665983,0.9026,TP
United_States_002010,D00,None,,,FN
United_States_002010,None,D00,0.590406,,FP
United_States_002010,None,D00,0.540921,,FP
United_States_002010,None,D00,0.300053,,FP
United_States_002011,D10,D10,0.403693,0.9343,TP
United_States_002011,D00,D00,0.817654,0.916,TP
United_States_002012,D00,D00,0.667054,0.9559,TP
United_States_002012,D00,D00,0.588322,0.9247,TP
United_States_002012,D00,D00,0.274551,0.8794,TP
United_States_002012,D10,D10,0.521719,0.8289,TP
United_States_002017,D00,D20,0.466684,0.7367,Misclassification
United_States_002029,D10,D10,0.575148,0.9074,TP
United_States_002029,D10,D10,0.374503,0.8786,TP
United_States_002029,D00,D00,0.601813,0.851,TP
United_States_002029,D00,D00,0.669892,0.7637,TP
United_States_002036,D20,D20,0.640456,0.9047,TP
United_States_002036,D20,None,,,FN
United_States_002036,None,D10,0.608833,,FP
United_States_002036,None,D20,0.593186,,FP
United_States_002037,D00,D00,0.782763,0.9321,TP
United_States_002037,D00,D00,0.732537,0.9174,TP
United_States_002037,D00,D00,0.622284,0.8963,TP
United_States_002037,None,D00,0.716997,,FP
United_States_002061,D00,D00,0.783616,0.9127,TP
United_States_002061,D00,D00,0.544578,0.8182,TP
United_States_002061,D10,D10,0.27927,0.6845,TP
United_States_002083,D00,D00,0.636048,0.9348,TP
United_States_002083,D10,None,,,FN
United_States_002086,D00,D00,0.671462,0.8864,TP
United_States_002086,D10,D10,0.625473,0.8098,TP
United_States_002086,None,D00,0.406423,,FP
United_States_002086,None,D00,0.33164,,FP
United_States_002091,D20,D20,0.448812,0.8099,TP
United_States_002091,D10,D10,0.270102,0.6444,TP
United_States_002091,D10,D10,0.293415,0.6039,TP
United_States_002091,D10,None,,,FN
United_States_002091,D10,None,,,FN
United_States_002091,None,D10,0.410228,,FP
United_States_002091,None,D10,0.283459,,FP
United_States_002091,None,D00,0.260426,,FP
United_States_002111,D00,D00,0.885476,0.9744,TP
United_States_002111,D00,D00,0.863261,0.8401,TP
United_States_002111,D10,None,,,FN
United_States_002126,D10,D10,0.499692,0.6815,TP
United_States_002126,None,D10,0.320956,,FP
United_States_002126,None,D00,0.298799,,FP
United_States_002156,D00,D00,0.348004,0.861,TP
United_States_002156,D10,D10,0.449426,0.6943,TP
United_States_002156,None,D00,0.570437,,FP
United_States_002156,None,D00,0.268804,,FP
United_States_002163,D10,D10,0.323885,0.7294,TP
United_States_002163,D00,D00,0.780491,0.6923,TP
United_States_002163,None,D10,0.610809,,FP
United_States_002173,D00,D00,0.332733,0.6446,TP
United_States_002186,D00,D00,0.665267,0.8739,TP
United_States_002186,D00,D00,0.475186,0.8297,TP
United_States_002186,None,D00,0.417319,,FP
United_States_002207,D00,D00,0.320721,0.8189,TP
United_States_002218,D10,D10,0.500375,0.5844,TP
United_States_002218,D00,D00,0.668431,0.5783,TP
United_States_002224,D00,D00,0.503216,0.8479,TP
United_States_002224,None,D00,0.306168,,FP
United_States_002226,D00,D20,0.28711,0.7831,Misclassification
United_States_002226,None,D10,0.34167,,FP
United_States_002270,D10,D10,0.560574,0.8352,TP
United_States_002270,D10,D10,0.296141,0.7761,TP
United_States_002270,D00,D00,0.592667,0.7573,TP
United_States_002290,D00,D00,0.766756,0.8504,TP
United_States_002290,D00,D00,0.648269,0.6803,TP
United_States_002290,None,D10,0.320227,,FP
United_States_002325,D00,D00,0.456451,0.918,TP
United_States_002334,D00,None,,,FN
United_States_002335,D20,D10,0.690168,0.9132,Misclassification
United_States_002340,D00,D00,0.464343,0.8799,TP
United_States_002340,D00,D00,0.575167,0.8615,TP
United_States_002340,None,D00,0.333823,,FP
United_States_002355,D00,D00,0.340296,0.7262,TP
United_States_002357,D00,D00,0.616649,0.9477,TP
United_States_002361,D00,D00,0.588391,0.9394,TP
United_States_002379,D00,D00,0.778557,0.9328,TP
United_States_002404,D00,D00,0.684511,0.9704,TP
United_States_002404,D00,D00,0.271701,0.7627,TP
United_States_002404,None,D00,0.301362,,FP
United_States_002409,D00,D00,0.442017,0.8154,TP
United_States_002409,D10,None,,,FN
United_States_002409,None,D00,0.309042,,FP
United_States_002409,None,D10,0.302655,,FP
United_States_002415,D00,D00,0.40861,0.8826,TP
United_States_002415,D00,D00,0.275424,0.8668,TP
United_States_002415,D00,D00,0.272813,0.5861,TP
United_States_002415,D00,D00,0.338039,0.5535,TP
United_States_002415,D00,None,,,FN
United_States_002415,D10,None,,,FN
United_States_002415,None,D00,0.42844,,FP
United_States_002415,None,D00,0.424197,,FP
United_States_002415,None,D00,0.336507,,FP
United_States_002420,D00,D00,0.67957,0.8572,TP
United_States_002420,D00,D00,0.735346,0.8297,TP
United_States_002420,D00,D00,0.693768,0.6092,TP
United_States_002429,D00,D00,0.333329,0.8014,TP
United_States_002429,D10,D10,0.333115,0.662,TP
United_States_002432,D00,D00,0.792026,0.8396,TP
United_States_002433,D20,D20,0.281391,0.7522,TP
United_States_002433,None,D20,0.439966,,FP
United_States_002445,D10,D10,0.717503,0.5365,TP
United_States_002451,D10,D10,0.388948,0.9101,TP
United_States_002451,D00,D00,0.364159,0.7601,TP
United_States_002451,D00,None,,,FN
United_States_002451,None,D00,0.309089,,FP
United_States_002452,D00,D00,0.653205,0.9304,TP
United_States_002452,D00,D00,0.769049,0.8884,TP
United_States_002452,None,D10,0.265234,,FP
United_States_002458,D00,D00,0.689797,0.8962,TP
United_States_002462,D00,D00,0.629314,0.7963,TP
United_States_002462,None,D00,0.306082,,FP
United_States_002462,None,D10,0.301045,,FP
United_States_002474,D20,D20,0.746639,0.9098,TP
United_States_002474,None,D10,0.330731,,FP
United_States_002476,D10,D10,0.345911,0.7177,TP
United_States_002479,D10,D10,0.338779,0.8718,TP
United_States_002485,D00,D00,0.561887,0.7401,TP
United_States_002485,D00,None,,,FN
United_States_002485,None,D00,0.331219,,FP
United_States_002485,None,D10,0.30134,,FP
United_States_002486,D00,D00,0.599657,0.7408,TP
United_States_002486,D00,None,,,FN
United_States_002486,None,D00,0.578249,,FP
United_States_002486,None,D00,0.506401,,FP
United_States_002493,D00,D00,0.845893,0.9652,TP
United_States_002493,D00,D10,0.279105,0.9318,Misclassification
United_States_002493,D00,D00,0.377489,0.7656,TP
United_States_002493,D10,D10,0.313504,0.7577,TP
United_States_002493,D10,D10,0.425183,0.7191,TP
United_States_002493,D00,D00,0.613487,0.714,TP
United_States_002493,None,D00,0.454659,,FP
United_States_002493,None,D10,0.364812,,FP
United_States_002493,None,D00,0.266376,,FP
United_States_002535,D00,D00,0.617543,0.861,TP
United_States_002535,D10,D10,0.389793,0.8028,TP
United_States_002535,None,D00,0.341756,,FP
United_States_002535,None,D00,0.268925,,FP
United_States_002536,D00,D00,0.38561,0.8473,TP
United_States_002544,D20,None,,,FN
United_States_002544,None,D20,0.42446,,FP
United_States_002544,None,D00,0.415011,,FP
United_States_002544,None,D00,0.281536,,FP
United_States_002547,D00,D00,0.571066,0.7801,TP
United_States_002547,D00,None,,,FN
United_States_002551,D20,D20,0.450223,0.5461,TP
United_States_002551,None,D00,0.548455,,FP
United_States_002551,None,D10,0.344038,,FP
United_States_002571,D10,D10,0.304512,0.8498,TP
United_States_002571,D20,D20,0.732241,0.7598,TP
United_States_002585,D00,D00,0.645229,0.8436,TP
United_States_002585,D20,D00,0.343614,0.8247,Misclassification
United_States_002585,D10,D10,0.285078,0.6412,TP
United_States_002585,None,D00,0.504523,,FP
United_States_002610,D20,D20,0.262736,0.8929,TP
United_States_002610,D10,None,,,FN
United_States_002610,None,D20,0.373741,,FP
United_States_002618,D00,D00,0.477149,0.8715,TP
United_States_002618,D20,D20,0.330134,0.6909,TP
United_States_002618,D10,D10,0.320874,0.593,TP
United_States_002618,None,D00,0.498683,,FP
United_States_002619,D00,D00,0.691308,0.963,TP
United_States_002619,D00,D00,0.491424,0.9594,TP
United_States_002650,D20,D20,0.732762,0.9483,TP
United_States_002650,None,D10,0.29748,,FP
United_States_002653,D10,D10,0.61138,0.8531,TP
United_States_002653,D00,D00,0.674643,0.7876,TP
United_States_002653,D00,None,,,FN
United_States_002653,D00,None,,,FN
United_States_002653,None,D00,0.581797,,FP
United_States_002653,None,D00,0.274817,,FP
United_States_002662,D10,None,,,FN
United_States_002667,D00,D00,0.778817,0.9482,TP
United_States_002667,D20,D20,0.784141,0.9336,TP
United_States_002672,D10,D10,0.368739,0.8249,TP
United_States_002672,D10,D10,0.392952,0.8055,TP
United_States_002673,D20,D20,0.615184,0.8704,TP
United_States_002673,D10,D10,0.360617,0.8688,TP
United_States_002673,None,D10,0.459631,,FP
United_States_002673,None,D10,0.273982,,FP
United_States_002686,D00,D00,0.814274,0.9312,TP
United_States_002699,D10,D10,0.446024,0.9283,TP
United_States_002699,D00,D00,0.647863,0.9236,TP
United_States_002699,D00,D00,0.613458,0.8474,TP
United_States_002699,D10,D10,0.567928,0.7386,TP
United_States_002699,D00,D00,0.519165,0.7079,TP
United_States_002699,D10,D10,0.423499,0.6177,TP
United_States_002699,None,D00,0.515866,,FP
United_States_002699,None,D10,0.4151,,FP
United_States_002699,None,D10,0.339494,,FP
United_States_002708,D10,D10,0.408637,0.6905,TP
United_States_002708,D00,D00,0.322656,0.596,TP
United_States_002708,D00,D00,0.601347,0.5916,TP
United_States_002709,D00,D00,0.428863,0.8504,TP
United_States_002709,D00,D00,0.426573,0.8424,TP
United_States_002709,None,D00,0.517467,,FP
United_States_002710,D00,D00,0.846022,0.8638,TP
United_States_002710,D10,D10,0.549707,0.5917,TP
United_States_002710,D00,None,,,FN
United_States_002710,D00,None,,,FN
United_States_002719,D40,D40,0.424928,0.7634,TP
United_States_002719,D20,D20,0.748387,0.7129,TP
United_States_002719,D00,None,,,FN
United_States_002720,D00,D00,0.290556,0.578,TP
United_States_002720,D00,None,,,FN
United_States_002720,None,D00,0.447692,,FP
United_States_002724,D00,D00,0.593906,0.8931,TP
United_States_002724,D00,D00,0.61872,0.6699,TP
United_States_002724,None,D00,0.317379,,FP
United_States_002739,D00,D00,0.764309,0.8678,TP
United_States_002739,D00,None,,,FN
United_States_002739,D00,None,,,FN
United_States_002739,None,D00,0.714007,,FP
United_States_002771,D00,D00,0.636223,0.9208,TP
United_States_002771,D10,D10,0.473256,0.7739,TP
United_States_002771,D00,D00,0.549841,0.7565,TP
United_States_002771,None,D10,0.296412,,FP
United_States_002806,D00,D00,0.59652,0.9067,TP
United_States_002818,D00,D00,0.844555,0.8305,TP
United_States_002818,D20,D20,0.551431,0.7378,TP
United_States_002818,None,D20,0.373895,,FP
United_States_002818,None,D00,0.336283,,FP
United_States_002819,D00,None,,,FN
United_States_002819,D00,None,,,FN
United_States_002819,None,D00,0.348061,,FP
United_States_002819,None,D00,0.276076,,FP
United_States_002831,D20,D20,0.481841,0.8908,TP
United_States_002831,D00,D00,0.602364,0.7364,TP
United_States_002831,None,D20,0.341297,,FP
United_States_002851,D10,D10,0.708523,0.9206,TP
United_States_002851,D00,D00,0.744377,0.7294,TP
United_States_002866,D00,D00,0.700473,0.8786,TP
United_States_002866,None,D00,0.512571,,FP
United_States_002868,D10,D10,0.545062,0.8983,TP
United_States_002868,D20,D20,0.424657,0.8818,TP
United_States_002868,D10,None,,,FN
United_States_002886,D20,None,,,FN
United_States_002893,D00,D00,0.632769,0.7495,TP
United_States_002893,None,D00,0.272471,,FP
United_States_002908,D00,D00,0.774585,0.889,TP
United_States_002908,D00,D00,0.503633,0.6782,TP
United_States_002908,D10,None,,,FN
United_States_002908,None,D10,0.318122,,FP
United_States_002912,D10,D10,0.708116,0.9119,TP
United_States_002912,None,D00,0.376223,,FP
United_States_002919,D20,D20,0.658331,0.7206,TP
United_States_002919,None,D10,0.26415,,FP
United_States_002934,D10,D10,0.285582,0.7156,TP
United_States_002934,D10,None,,,FN
United_States_002934,D00,None,,,FN
United_States_002951,D00,D00,0.480295,0.9544,TP
United_States_002951,D00,D00,0.302456,0.6855,TP
United_States_002954,D00,D00,0.788727,0.8685,TP
United_States_002954,D00,D00,0.427667,0.7549,TP
United_States_002954,D00,D00,0.424315,0.7236,TP
United_States_002954,D10,D10,0.346346,0.6853,TP
United_States_002955,D00,D00,0.634297,0.8071,TP
United_States_002955,D10,D10,0.681932,0.6171,TP
United_States_002983,D20,D20,0.826081,0.9387,TP
United_States_002986,D10,D10,0.297682,0.7748,TP
United_States_002986,D00,None,,,FN
United_States_002986,None,D00,0.608852,,FP
United_States_002986,None,D00,0.464847,,FP
United_States_002995,D00,D00,0.309146,0.7759,TP
United_States_002995,None,D00,0.379391,,FP
United_States_002998,D00,D00,0.279424,0.798,TP
United_States_002998,D00,D00,0.551335,0.7211,TP
United_States_002998,D10,D10,0.508982,0.643,TP
United_States_002998,D10,None,,,FN
United_States_002998,None,D10,0.310991,,FP
United_States_003009,D00,D00,0.77849,0.9104,TP
United_States_003009,D00,D00,0.71906,0.7199,TP
United_States_003013,D00,D00,0.627299,0.8564,TP
United_States_003013,None,D20,0.519112,,FP
United_States_003013,None,D10,0.311416,,FP
United_States_003022,D10,D10,0.477161,0.8258,TP
United_States_003022,D00,D00,0.645177,0.6335,TP
United_States_003036,D00,D00,0.684507,0.8978,TP
United_States_003036,D10,None,,,FN
United_States_003040,D00,D00,0.674828,0.9384,TP
United_States_003040,D00,D00,0.546731,0.8865,TP
United_States_003040,None,D00,0.483804,,FP
United_States_003049,D10,D10,0.309673,0.7083,TP
United_States_003049,None,D10,0.311579,,FP
United_States_003070,D10,D10,0.608183,0.7848,TP
United_States_003070,D10,D10,0.404511,0.6578,TP
United_States_003073,D10,None,,,FN
United_States_003073,D20,None,,,FN
United_States_003073,None,D00,0.323287,,FP
United_States_003073,None,D20,0.318229,,FP
United_States_003095,D10,D10,0.394164,0.8793,TP
United_States_003095,None,D10,0.620321,,FP
United_States_003101,D00,D00,0.571023,0.9318,TP
United_States_003101,D00,D00,0.493127,0.9005,TP
United_States_003101,D10,D10,0.594851,0.8939,TP
United_States_003101,D00,D00,0.376829,0.7586,TP
United_States_003101,None,D00,0.316786,,FP
United_States_003107,D00,D00,0.468192,0.8857,TP
United_States_003107,D10,D10,0.476733,0.8498,TP
United_States_003107,D10,D10,0.260288,0.774,TP
United_States_003107,None,D10,0.415929,,FP
United_States_003107,None,D10,0.3311,,FP
United_States_003116,D00,D00,0.637711,0.8726,TP
United_States_003116,None,D00,0.328632,,FP
United_States_003119,D10,D10,0.468851,0.894,TP
United_States_003126,D00,D00,0.585353,0.8629,TP
United_States_003127,D20,None,,,FN
United_States_003127,None,D00,0.320795,,FP
United_States_003127,None,D20,0.308476,,FP
United_States_003127,None,D00,0.290451,,FP
United_States_003127,None,D00,0.277097,,FP
United_States_003136,D20,D20,0.486903,0.9238,TP
United_States_003136,D00,D00,0.777597,0.8872,TP
United_States_003136,D00,None,,,FN
United_States_003136,None,D20,0.338037,,FP
United_States_003146,D00,D00,0.497286,0.8569,TP
United_States_003150,D00,D00,0.801277,0.9043,TP
United_States_003150,D00,None,,,FN
United_States_003150,D10,None,,,FN
United_States_003150,None,D00,0.480006,,FP
United_States_003159,D10,D10,0.339248,0.8603,TP
United_States_003161,D00,D00,0.801234,0.9265,TP
United_States_003161,D20,D00,0.740868,0.9146,Misclassification
United_States_003161,D00,D00,0.505547,0.9031,TP
United_States_003161,D00,D00,0.59234,0.8053,TP
United_States_003181,D00,D00,0.463145,0.7049,TP
United_States_003181,D00,None,,,FN
United_States_003181,None,D00,0.6064,,FP
United_States_003185,D00,D00,0.378307,0.8895,TP
United_States_003185,D00,D00,0.355174,0.8416,TP
United_States_003185,D00,D00,0.541089,0.7956,TP
United_States_003185,D10,None,,,FN
United_States_003185,None,D00,0.608215,,FP
United_States_003186,D00,D00,0.711807,0.8705,TP
United_States_003186,D00,D00,0.374364,0.7857,TP
United_States_003186,D40,None,,,FN
United_States_003186,None,D00,0.47934,,FP
United_States_003186,None,D00,0.287914,,FP
United_States_003186,None,D00,0.279326,,FP
United_States_003199,D00,D00,0.578651,0.8416,TP
United_States_003199,D10,D10,0.559805,0.7276,TP
United_States_003199,D00,D00,0.279337,0.529,TP
United_States_003199,D10,None,,,FN
United_States_003199,None,D00,0.374747,,FP
United_States_003202,D00,D00,0.738742,0.9032,TP
United_States_003202,D10,D10,0.319246,0.6097,TP
United_States_003202,None,D10,0.388292,,FP
United_States_003210,D00,D00,0.724454,0.9377,TP
United_States_003210,D00,D00,0.312796,0.8169,TP
United_States_003210,D00,D00,0.579857,0.7638,TP
